,replicon,name,group,seq_len,is_mongrel,have_contig,complete,shotgun,chromosome,img_path
973,NC_037406,"Porzana paykullii mitochondrion, complete genome",Aves,16955,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_037406.png
974,NC_033967,"Ninox strenua mitochondrion, complete genome",Aves,16206,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_033967.png
975,NC_023977,"Mastacembelus armatus mitochondrion, complete genome",Actinopteri,16486,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_023977.png
976,NC_019656,"Metacrangonyx ilvanus mitochondrion, complete genome",Malacostraca,14770,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_019656.png
977,NC_026728,"Saxidomus purpuratus mitochondrion, complete genome",Bivalvia,19637,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_026728.png
978,NC_034924,"Spaniocelyphus pilosus mitochondrion, complete genome",Insecta,16426,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_034924.png
979,NC_032291,"Huigobio chenhsienensis mitochondrion, complete genome",Actinopteri,16610,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_032291.png
980,NC_021135,"Spirocerca lupi mitochondrion, complete genome",Chromadorea,13780,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_021135.png
981,NC_050964,"Inimicus japonicus mitochondrion, complete genome",Actinopteri,16978,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_050964.png
982,NC_064177,"Leontocebus fuscicollis weddelli isolate PUR186 voucher INPA:7509 mitochondrion, complete genome",Mammalia,16562,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_064177.png
983,NC_050287,"Hirundo angolensis mitochondrion, complete genome",Aves,18141,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_050287.png
984,NC_030007,"Tetrapturus pfluegeri isolate B voucher TEPF0001 mitochondrion, complete genome",Actinopteri,16508,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_030007.png
985,NC_019808,Macracanthorhynchus hirudinaceus complete mitochondrial genome,Archiacanthocephala,14282,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_019808.png
986,NC_046600,"Caloptilia theivora mitochondrion, complete genome",Insecta,15297,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_046600.png
987,NC_058972,"Pentatoma metallifera voucher HEM132 mitochondrion, complete genome",Insecta,15740,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_058972.png
988,NC_035061,"Aquatica wuhana mitochondrion, complete genome",Insecta,16186,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_035061.png
989,NC_063863,"Galerucella nipponensis mitochondrion, complete genome",Insecta,15828,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_063863.png
990,NC_039105,"Cardisoma carnifex mitochondrion, complete genome",Malacostraca,15597,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_039105.png
991,NC_007687,"Mytilus trossulus mitochondrion, complete genome",Bivalvia,18652,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_007687.png
992,NC_060820,"Mooreana trichoneura mitochondrion, complete genome",Insecta,15232,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_060820.png
993,NC_019635,"Chrysomya saffranea mitochondrion, complete genome",Insecta,15839,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_019635.png
994,NC_040292,"Nycticebus coucang insularis mitochondrion, complete genome",Mammalia,16765,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_040292.png
995,NC_021933,"Appalachioria falcifera mitochondrion, complete genome",Diplopoda,15282,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_021933.png
996,NC_040140,"Penaeus latisulcatus mitochondrion, complete genome",Malacostraca,15971,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_040140.png
997,NC_018780,"Equus zebra hartmannae isolate H21 mitochondrion, complete genome",Mammalia,16409,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_018780.png
998,NC_063612,"Elodes marginata isolate DM1233 mitochondrion, complete genome",Insecta,14845,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_063612.png
999,NC_013240,"Schistocerca gregaria gregaria mitochondrion, complete genome",Insecta,15625,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_013240.png
1000,NC_007892,"Phractolaemus ansorgii mitochondrion, complete genome",Actinopteri,16511,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_007892.png
1001,NC_030508,"Hypsopygia regina mitochondrion, complete genome",Insecta,15212,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_030508.png
1002,NC_056342,"Diploderma micangshanensis mitochondrion, complete genome",Lepidosauria,16467,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_056342.png
1003,CM025099,"Rhynchophorus ferrugineus isolate AA-2017 mitochondrion, whole genome shotgun sequence",Insecta,17157,FALSE,TRUE,FALSE,TRUE,FALSE,/db/img/CM025099.png
1004,NC_039117,"Antarctoneptunea aurora isolate MNA0094 mitochondrion, complete genome",Gastropoda,15227,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_039117.png
1005,NC_027598,"Centropyge venusta voucher 362 mitochondrion, complete genome",Actinopteri,16641,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_027598.png
1006,NC_053091,"Eulacestoma nigropectus mitochondrion, complete genome",Aves,16986,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_053091.png
1007,NC_010208,"Chondrilla aff. nucula CHOND mitochondrion, complete genome",Demospongiae,19282,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_010208.png
1008,NC_066972,"Thyrsites atun mitochondrion, complete genome",Actinopteri,16494,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_066972.png
1009,NC_005278,"Lagenorhynchus albirostris mitochondrion, complete genome",Mammalia,16393,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_005278.png
1010,NC_028279,"Paracheirodon innesi voucher LodgeLab Pinnesi_1 mitochondrion, complete genome",Actinopteri,16759,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_028279.png
1011,NC_024568,"Genetta servalina isolate GLC9 mitochondrion, complete genome",Mammalia,16938,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_024568.png
1012,NC_024195,"Synchiropus splendidus mitochondrion, complete genome",Actinopteri,16430,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_024195.png
1013,NC_039686,"Budorcas taxicolor tibetana mitochondrion, complete genome",Mammalia,16665,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_039686.png
1014,NC_050005,"Darevskia brauneri mitochondrion, complete genome",Lepidosauria,16976,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_050005.png
1015,NC_042216,"Notocrypta curvifascia mitochondrion, complete genome",Insecta,15546,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_042216.png
1016,NC_066177,"Nesophrosyne makaihe mitochondrion, complete genome",Insecta,15679,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_066177.png
1017,NC_002785,"Struthio camelus mitochondrion, complete genome",Aves,16595,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_002785.png
1018,NC_028416,"Acanthorhodeus gracilis mitochondrion, complete genome",Actinopteri,16988,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_028416.png
1019,NC_053082,"Prunella himalayana mitochondrion, complete genome",Aves,16842,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_053082.png
1020,NC_011115,"Oedaleus decorus asiaticus mitochondrion, complete genome",Insecta,16259,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_011115.png
1021,CM044934,"Gulo gulo luscus isolate FN33715 mitochondrion, complete sequence, whole genome shotgun sequence",Mammalia,16556,FALSE,TRUE,TRUE,TRUE,FALSE,/db/img/CM044934.png
1022,NC_062361,"Hippotragus niger roosevelti voucher ZMUC:H.R.Siegismund 1646 haplogroup Eastern 1 mitochondrion, complete genome",Mammalia,16509,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_062361.png
1023,NC_007786,"Hemibarbus mylodon mitochondrion, complete genome",Actinopteri,16605,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_007786.png
1024,NC_041251,"Hydrobates castro mitochondrion, complete genome",Aves,17065,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_041251.png
1025,NC_053854,"Gonodactylaceus randalli voucher EWNHMAR770 mitochondrion, complete genome",Malacostraca,15907,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_053854.png
1026,NC_061363,"Pareuchiloglanis feae mitochondrion, complete genome",Actinopteri,16863,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_061363.png
1027,NC_001808,"Ceratotherium simum mitochondrion, complete genome",Mammalia,16832,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_001808.png
1028,NC_034108,"Nasutitermes arborum mitochondrion, complete genome",Insecta,14950,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_034108.png
1029,NC_063943,"Tapirus bairdii mitochondrion, complete genome",Mammalia,16697,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_063943.png
1030,OU611838,"Ptilodon capucinus genome assembly, organelle: mitochondrion",Insecta,15381,FALSE,FALSE,FALSE,FALSE,FALSE,/db/img/OU611838.png
1031,NC_006917,"Jenkinsia lamprotaenia mitochondrion, complete genome",Actinopteri,16784,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_006917.png
1032,NC_062438,"Stenamma muralla voucher SRR1303387 mitochondrion, complete genome",Insecta,18685,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_062438.png
1033,NC_036290,"Hylastes attenuatus voucher BMNH 1047345 mitochondrion, complete genome",Insecta,17409,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_036290.png
1034,NC_021140,"Taenia laticollis mitochondrial DNA, complete genome, sample code: TlatFin1",Cestoda,13483,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_021140.png
1035,NC_048521,"Scincella modesta mitochondrion, complete genome",Lepidosauria,17511,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_048521.png
1036,NC_026674,"Anodonta arcaeformis mitochondrion, complete genome",Bivalvia,15672,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_026674.png
1037,NC_065467,"Anelytra multicurvata mitochondrion, complete genome",Insecta,14851,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_065467.png
1038,NC_026027,"Cyclemys pulchristriata mitochondrion, complete genome",Insecta,16527,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_026027.png
1039,NC_038063,"Dosinia japonica mitochondrion, complete genome",Bivalvia,17693,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_038063.png
1040,NC_013089,"Xiphophorus hellerii mitochondrion, complete genome",Actinopteri,16635,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_013089.png
1041,NC_057483,"Argyrocottus zanderi isolate AZA1 mitochondrion, complete genome",Actinopteri,16608,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_057483.png
1042,NC_032067,"Cladotaenia vulturi mitochondrion, complete genome",Cestoda,13411,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_032067.png
1043,NC_016710,"Ethmidium maculatum mitochondrial DNA, complete genome",Actinopteri,16741,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_016710.png
1044,FR997753,"Ochropleura plecta genome assembly, organelle: mitochondrion",Insecta,15340,FALSE,FALSE,FALSE,FALSE,FALSE,/db/img/FR997753.png
1045,NC_025669,"Oreochromis niloticus x Oreochromis aureus mitochondrion, complete genome",Actinopteri,16663,TRUE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_025669.png
1046,NC_033905,"Sinopodisma houshana mitochondrion, complete genome",Insecta,15818,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_033905.png
1047,NC_049123,"Scaptochirus moschatus isolate M11099 mitochondrion, complete genome",Mammalia,16763,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_049123.png
1048,NC_015822,"Siniperca chuatsi mitochondrion, complete genome",Actinopteri,16496,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_015822.png
1049,NC_025952,"Mus spretus mitochondrion, complete genome",Mammalia,16286,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_025952.png
1050,NC_045874,"Diamesus osculans mitochondrion, complete genome",Insecta,19400,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_045874.png
1051,NC_058969,"Hippotiscus dorsalis voucher HEM123 mitochondrion, complete genome",Insecta,15402,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_058969.png
1052,NC_009967,"Anabrus simplex mitochondrion, complete genome",Insecta,15766,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_009967.png
1053,NC_008747,"Oncorhynchus masou masou mitochondrion, complete genome",Actinopteri,16652,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_008747.png
1054,NC_039588,"Micronecta sahlbergii voucher NKU00136455 mitochondrion, complete genome",Insecta,15005,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_039588.png
1055,NC_031416,"Buccochromis nototaenia mitochondrion, complete genome",Actinopteri,16580,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_031416.png
1056,NC_065255,"Lacera procellosa mitochondrion, complete genome",Insecta,15754,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_065255.png
1057,NC_042198,"Callispa bowringii mitochondrion, complete genome",Insecta,17060,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_042198.png
1058,NC_058285,"Drawida gisti mitochondrion, complete genome",Clitellata,14648,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_058285.png
1059,NC_023830,"Mesoplodon grayi voucher Mgr159 mitochondrion, complete genome",Mammalia,16347,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_023830.png
1060,NC_037074,"Pentatomidae sp. GM-2014 mitochondrion, complete genome",Insecta,15498,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_037074.png
1061,NC_006379,"Urechis caupo mitochondrion, complete genome",Polychaeta,15113,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_006379.png
1062,NC_060655,"Equus hemionus hemippus voucher NMW:1308 mitochondrion, complete genome",Mammalia,16637,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_060655.png
1063,NC_060869,"Chelonus formosanus mitochondrion, complete genome",Insecta,15982,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_060869.png
1064,NC_056906,"Gnathopogon herzensteini mitochondrion, complete genome",Actinopteri,16594,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_056906.png
1065,NC_065803,"Epeorus rhithralis mitochondrion, complete genome",Insecta,15447,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_065803.png
1066,NC_027579,"Sicista concolor mitochondrion, complete genome",Mammalia,16492,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_027579.png
1067,NC_031518,"Corvus moriorum mitochondrion, complete genome",Aves,15593,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_031518.png
1068,NC_020791,"Polypterus endlicherii voucher NTNU LSP117 mitochondrion, complete genome",Cladistia,16632,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_020791.png
1069,NC_031631,"Tanichthys micagemmae mitochondrial DNA, complete genome",Actinopteri,16555,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_031631.png
1070,NC_039887,"Tacola larymna voucher NY1503257 mitochondrion, complete genome",Insecta,15503,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_039887.png
1071,NC_065150,"Cheilinus trilobatus mitochondrion, complete genome",Actinopteri,17292,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_065150.png
1072,NC_051465,"Sporophila hypoxantha mitochondrion, complete genome",Aves,16778,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_051465.png
1073,NC_020746,"Saiga tatarica isolate KOLN mitochondrion, complete genome",Mammalia,16375,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_020746.png
1074,NC_036335,"Typhlatya miravetensis mitochondrion, complete genome",Malacostraca,15865,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_036335.png
1075,NC_034920,"Nembrotha kubaryana voucher 624 mitochondrion, complete genome",Gastropoda,14395,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_034920.png
1076,NC_032289,"Platysmacheilus longibarbatus mitochondrion, complete genome",Actinopteri,16615,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_032289.png
1077,NC_029222,"Priacanthus macracanthus mitochondrion, complete genome",Actinopteri,17003,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_029222.png
1078,NC_012889,"Lineus viridis mitochondrion, complete genome",Pilidiophora,15388,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_012889.png
1079,NC_032073,"Gnathostoma doloresi mitochondrion, complete genome",Chromadorea,13809,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_032073.png
1080,NC_027410,"Thymallus yaluensis mitochondrion, complete genome",Actinopteri,16659,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_027410.png
1081,NC_056392,"Balanus trigonus mitochondrion, complete genome",Thecostraca,15336,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_056392.png
1082,NC_063544,"Perotrochus quoyanus voucher USNM_1155371 mitochondrion, complete genome",Gastropoda,15900,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_063544.png
1083,NC_046726,"Protambulyx strigilis voucher NHMUK010928140 mitochondrion, complete genome",Insecta,15534,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_046726.png
1084,NC_001636,"Katharina tunicata mitochondrion, complete genome",Polyplacophora,15532,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_001636.png
1085,NC_064187,"Alouatta macconnelli isolate JPB129 voucher INPA:5715 mitochondrion, complete genome",Mammalia,16602,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_064187.png
1086,NC_061318,"Phlaeoba antennata mitochondrion, complete genome",Insecta,15640,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_061318.png
1087,NC_035498,"Pseudobagrus tenuis mitochondrion, complete genome",Actinopteri,16535,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_035498.png
1088,NC_027696,"Litoditis aff. marina PmIII mitochondrion, complete genome",Chromadorea,14481,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_027696.png
1089,NC_034044,"Constrictotermes cyphergaster mitochondrion, complete genome",Insecta,14950,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_034044.png
1090,NC_037048,"Pseudobagrus medianalis mitochondrion, complete genome",Actinopteri,16647,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_037048.png
1091,NC_036293,"Anisandrus dispar voucher BMNH 1047383 mitochondrion, complete genome",Insecta,16665,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_036293.png
1092,NC_025958,Nephrops norvegicus complete mitochondrial genome,Malacostraca,16132,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_025958.png
1093,NC_014893,"Pungitius kaibarae mitochondrion, complete genome",Actinopteri,16505,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_014893.png
1094,NC_062159,"Haemaphysalis campanulata isolate A39 mitochondrion, complete genome",Arachnida,14691,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_062159.png
1095,NC_025321,"Homatula potanini mitochondrion, complete genome",Actinopteri,16569,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_025321.png
1096,NC_013863,"Rhynchactis macrothrix mitochondrion, complete genome",Actinopteri,17072,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_013863.png
1097,NC_030765,"Sitophilus oryzae mitochondrion, complete genome",Insecta,17602,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_030765.png
1098,NC_006404,"Ichthyophis bannanicus mitochondrion, complete genome",Amphibia,15983,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_006404.png
1099,NC_031353,"Psittirostra psittacea mitochondrion, complete genome",Aves,16841,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_031353.png
1100,NC_009423,"Amolops tormotus mitochondrion, complete genome",Amphibia,17962,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_009423.png
1101,NC_023351,"Nectogale elegans mitochondrion, complete genome",Mammalia,17460,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_023351.png
1102,NC_020030,Halicryptus spinulosus complete mitochondrial genome,Priapulimorpha,14732,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_020030.png
1103,NC_013138,"Kyphosus cinerascens mitochondrion, complete genome",Actinopteri,16534,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_013138.png
1104,NC_059922,"Strombus pugilis voucher MNHN-IM-2013-71190 mitochondrion, complete genome",Gastropoda,15809,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_059922.png
1105,NC_011278,"Polystoechotes punctatus mitochondrion, complete genome",Insecta,16036,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_011278.png
1106,NC_060563,"Xiurenbagrus dorsalis isolate NNNU20171229 mitochondrion, complete genome",Actinopteri,16538,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_060563.png
1107,NC_050160,"Microphis deocata mitochondrion, complete genome",Actinopteri,16526,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_050160.png
1108,NC_053905,"Agelasta perplexa mitochondrion, complete genome",Insecta,15552,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_053905.png
1109,NC_023773,"Pseudocentrotus depressus mitochondrion, complete genome",Echinoidea,15729,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_023773.png
1110,NC_010527,"Toxocara malaysiensis mitochondrion, complete genome",Chromadorea,14266,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_010527.png
1111,NC_029424,"Gloydius shedaoensis isolate 1102 mitochondrion, complete genome",Lepidosauria,17222,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_029424.png
1112,NC_005827,"Aplysia californica mitochondrion, complete genome",Gastropoda,14117,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_005827.png
1113,NC_027506,"Papilio demoleus mitochondrion, complete genome",Insecta,15249,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_027506.png
1114,NC_024559,"Lycodon rufozonatus mitochondrion, complete genome",Lepidosauria,17188,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_024559.png
1115,NC_021965,"Callicebus cupreus mitochondrion, complete genome",Mammalia,16551,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_021965.png
1116,NC_019807,Paratenuisentis ambiguus complete mitochondrial genome,Eoacanthocephala,13574,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_019807.png
1117,NC_031374,"Eophona migratoria mitochondrion, complete genome",Aves,16798,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_031374.png
1118,NC_050024,"Simosciurus stramineus voucher AMNH62886 mitochondrion, complete genome",Mammalia,16512,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_050024.png
1119,NC_017610,"Argyrosomus japonicus mitochondrion, complete genome",Actinopteri,16496,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_017610.png
1120,NC_020715,"Kobus ellipsiprymnus isolate Niger mitochondrion, complete genome",Mammalia,16427,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_020715.png
1121,NC_033538,"Panopea abrupta mitochondrion, complete genome",Bivalvia,15381,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_033538.png
1122,NC_065077,"Mastomys kollmannspergeri voucher ETH0541 mitochondrion, complete genome",Mammalia,16242,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_065077.png
1123,NC_049998,"Darevskia derjugini mitochondrion, complete genome",Lepidosauria,16960,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_049998.png
1124,NC_037604,"Nassarius fraterculus mitochondrion, complete genome",Gastropoda,15174,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_037604.png
1125,NC_014892,"Plakina sp. DVL-2010 mitochondrion, complete genome",Homoscleromorpha,18997,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_014892.png
1126,NC_063530,"Sillago panhwari mitochondrion, complete genome",Actinopteri,16832,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_063530.png
1127,HG996517,"Abrostola tripartita genome assembly, organelle: mitochondrion",Insecta,15302,FALSE,FALSE,FALSE,FALSE,FALSE,/db/img/HG996517.png
1128,NC_004698,"Corydoras rabauti mitochondrion, complete genome",Actinopteri,16831,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_004698.png
1129,NC_042196,"Sorex minutissimus mitochondrion, complete genome",Mammalia,17038,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_042196.png
1130,NC_061217,"Dermacentor variabilis isolate DvarGA_F28HSL1 mitochondrion, complete genome",Arachnida,14837,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_061217.png
1131,NC_024676,"Tetranychus kanzawai mitochondrion, complete genome",Arachnida,13091,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_024676.png
1132,NC_046406,"Sphenopus marsupialis mitochondrion, complete genome",Anthozoa,21199,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_046406.png
1133,NC_025779,"Uroplatus fimbriatus isolate Ufim3 mitochondrion, complete genome",Lepidosauria,16780,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_025779.png
1134,NC_050387,"Malaza fastuosus voucher NHMUK:010621353 mitochondrion, complete genome",Insecta,15579,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_050387.png
1135,NC_004376,"Diplacanthopoma brachysoma mitochondrion, complete genome",Actinopteri,16495,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_004376.png
1136,NC_059864,"Anoplophora horsfieldi mitochondrion, complete genome",Insecta,15837,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_059864.png
1137,NC_028447,"Procambarus alleni mitochondrion, complete genome",Malacostraca,15942,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_028447.png
1138,NC_045904,"Eospalax fontanierii mitochondrion, complete genome",Mammalia,16369,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_045904.png
1139,NC_008142,"Crocodylus niloticus mitochondrion, complete genome",Mammalia,16830,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_008142.png
1140,NC_056152,"Luciobarbus brachycephalus mitochondrion, complete genome",Actinopteri,16603,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_056152.png
1141,NC_063526,"Cathartes burrovianus mitochondrion, complete genome",Aves,19285,FALSE,FALSE,TRUE,FALSE,FALSE,/db/img/NC_063526.png
